Cylinder46
6.82E+01
6.83E+01
6.86E+01
6.87E+01
6.86E+01
6.84E+01
6.79E+01
6.75E+01
6.78E+01
6.82E+01
6.86E+01
6.87E+01
6.84E+01
6.80E+01
6.76E+01
6.73E+01
6.76E+01
6.76E+01
6.76E+01
6.78E+01
6.81E+01
6.81E+01
6.80E+01
6.78E+01
6.76E+01
6.71E+01
6.70E+01
6.73E+01
6.78E+01
6.82E+01
6.83E+01
6.81E+01
6.79E+01
6.75E+01
6.76E+01
6.78E+01
6.80E+01
6.81E+01
6.82E+01
6.83E+01
6.83E+01
6.84E+01
6.88E+01
6.89E+01
6.87E+01
6.82E+01
6.83E+01
6.80E+01
6.74E+01
6.66E+01
6.64E+01
6.67E+01
6.71E+01
6.72E+01
6.71E+01
6.71E+01
6.74E+01
6.75E+01
6.73E+01
6.77E+01
6.81E+01
6.81E+01
6.80E+01
6.80E+01
6.81E+01
6.76E+01
6.69E+01
6.66E+01
6.64E+01
6.61E+01
6.61E+01
6.63E+01
6.64E+01
6.68E+01
6.71E+01
6.73E+01
6.73E+01
6.72E+01
6.69E+01
6.68E+01
6.67E+01
6.69E+01
6.71E+01
6.71E+01
6.67E+01
6.63E+01
6.62E+01
6.63E+01
6.65E+01
6.67E+01
6.68E+01
6.67E+01
6.68E+01
6.72E+01
6.76E+01
6.80E+01
6.78E+01
6.72E+01
6.73E+01
6.76E+01
6.82E+01
6.86E+01
6.89E+01
6.85E+01
6.80E+01
6.77E+01
6.73E+01
6.72E+01
6.75E+01
6.78E+01
6.80E+01
6.80E+01
6.78E+01
6.78E+01
6.76E+01
6.71E+01
6.70E+01
6.74E+01
6.79E+01
6.82E+01
6.81E+01
6.80E+01
6.83E+01
6.86E+01
6.82E+01
6.73E+01
6.71E+01
6.72E+01
6.75E+01
6.80E+01
6.86E+01
6.89E+01
6.88E+01
6.85E+01
6.87E+01
6.87E+01
6.86E+01
6.82E+01
6.80E+01
6.81E+01
6.81E+01
6.81E+01
6.77E+01
6.78E+01
6.82E+01
6.82E+01
6.82E+01
6.83E+01
6.84E+01
6.84E+01
6.85E+01
6.85E+01
6.84E+01
6.83E+01
6.84E+01
6.83E+01
6.83E+01
6.84E+01
6.84E+01
6.82E+01
6.79E+01
6.77E+01
6.78E+01
6.77E+01
6.76E+01
6.74E+01
6.72E+01
6.74E+01
6.80E+01
6.82E+01
6.80E+01
6.76E+01
6.76E+01
6.81E+01
6.85E+01
6.83E+01
6.81E+01
6.79E+01
6.79E+01
6.76E+01
6.80E+01
6.82E+01
6.83E+01
6.82E+01
6.81E+01
6.82E+01
6.81E+01
6.81E+01
6.79E+01
6.78E+01
6.83E+01
6.84E+01
6.81E+01
6.77E+01
6.74E+01
6.74E+01
6.77E+01
6.80E+01
6.84E+01
6.83E+01
6.79E+01
6.76E+01
6.71E+01
6.72E+01
6.77E+01
6.83E+01
6.89E+01
6.90E+01
6.89E+01
6.85E+01
6.82E+01
6.85E+01
6.82E+01
6.80E+01
6.78E+01
6.83E+01
6.84E+01
6.84E+01
6.83E+01
6.81E+01
6.82E+01
6.81E+01
6.80E+01
6.82E+01
6.85E+01
6.85E+01
6.83E+01
6.78E+01
6.74E+01
6.75E+01
6.79E+01
6.85E+01
6.88E+01
6.86E+01
6.84E+01
6.79E+01
6.76E+01
6.74E+01
6.69E+01
6.65E+01
6.65E+01
6.67E+01
6.72E+01
6.75E+01
6.79E+01
6.83E+01
6.85E+01
6.82E+01
6.73E+01
6.70E+01
6.74E+01
6.76E+01
6.79E+01
6.84E+01
6.85E+01
6.83E+01
6.87E+01
6.87E+01
6.84E+01
6.81E+01
6.76E+01
6.75E+01
6.71E+01
6.70E+01
6.69E+01
6.71E+01
6.75E+01
6.78E+01
6.72E+01
6.66E+01
6.64E+01
6.63E+01
6.64E+01
6.69E+01
6.75E+01
6.80E+01
6.78E+01
6.74E+01
6.72E+01
6.73E+01
6.74E+01
6.73E+01
6.74E+01
6.79E+01
6.81E+01
6.81E+01
6.80E+01
6.82E+01
6.82E+01
6.82E+01
6.80E+01
6.76E+01
6.72E+01
6.70E+01
6.72E+01
6.73E+01
6.71E+01
6.69E+01
6.67E+01
6.71E+01
6.78E+01
6.78E+01
6.75E+01
6.75E+01
6.74E+01
6.70E+01
6.68E+01
6.73E+01
6.73E+01
6.74E+01
6.79E+01
6.81E+01
6.83E+01
6.85E+01
6.88E+01
6.88E+01
6.83E+01
6.76E+01
6.72E+01
6.75E+01
6.81E+01
6.87E+01
6.90E+01
6.91E+01
6.86E+01
6.82E+01
6.78E+01
6.77E+01
6.80E+01
6.81E+01
6.80E+01
6.79E+01
6.77E+01
6.72E+01
6.66E+01
6.67E+01
6.74E+01
6.77E+01
6.76E+01
6.74E+01
6.73E+01
6.77E+01
6.79E+01
6.76E+01
6.74E+01
6.79E+01
6.83E+01
6.88E+01
6.87E+01
6.83E+01
6.82E+01
6.83E+01
6.80E+01
6.82E+01
6.83E+01
6.80E+01
6.72E+01
6.70E+01
6.71E+01
6.72E+01
6.67E+01
6.63E+01
6.70E+01
6.76E+01
6.76E+01
6.73E+01
6.74E+01
6.74E+01
6.72E+01
6.70E+01
6.69E+01
6.72E+01
6.75E+01
6.78E+01
6.80E+01
6.82E+01
6.82E+01
6.81E+01
6.78E+01
6.81E+01
6.83E+01
6.85E+01
6.83E+01
6.80E+01
6.78E+01
6.76E+01
6.74E+01
6.72E+01
6.71E+01
6.75E+01
6.77E+01
6.78E+01
6.76E+01
6.73E+01
6.71E+01
6.72E+01
6.75E+01
6.80E+01
6.83E+01
6.81E+01
6.76E+01
6.75E+01
6.75E+01
6.76E+01
6.78E+01
6.80E+01
6.82E+01
6.83E+01
6.82E+01
6.80E+01
6.77E+01
6.75E+01
6.72E+01
6.67E+01
6.65E+01
6.64E+01
6.68E+01
6.73E+01
6.74E+01
6.76E+01
6.73E+01
6.68E+01
6.69E+01
6.73E+01
6.75E+01
6.78E+01
6.81E+01
6.83E+01
6.82E+01
6.79E+01
6.74E+01
6.74E+01
6.72E+01
6.69E+01
6.69E+01
6.70E+01
6.71E+01
6.71E+01
6.71E+01
6.73E+01
6.74E+01
6.73E+01
6.72E+01
6.71E+01
6.74E+01
6.76E+01
6.78E+01
6.84E+01
6.85E+01
6.82E+01
6.80E+01
6.81E+01
6.78E+01
6.79E+01
6.83E+01
6.87E+01
6.86E+01
6.81E+01
6.78E+01
6.84E+01
6.87E+01
6.84E+01
6.82E+01
6.80E+01
6.80E+01
6.78E+01
6.76E+01
6.78E+01
6.78E+01
6.77E+01
6.81E+01
6.84E+01
6.90E+01
6.88E+01
6.80E+01
6.74E+01
6.73E+01
6.71E+01
6.70E+01
6.69E+01
6.75E+01
6.74E+01
